phylum,classe,ordine,famiglia,specie_lat,specie_it,L. 157/92 art. 2,L. 157/92,79/409 CEE Ap.1,79/409 CEE Ap.2/I,79/409 CEE Ap.2/II,79/409 CEE Ap.3/I,79/409 CEE Ap.3/II,BERNA Ap.2,BERNA Ap.3,CITES All. A,CITES All. B,CITES All. D,BONN Ap.1,BONN Ap.2,HABITAT Ap.2,HABITAT Ap.4,HABITAT Ap.5,BARCELLONA all. 2,ENDEMICA,CHECKLIST,IUCN,Valori
Cnidaria,ANTHOZOA,GORGONACEA,Corallidae,"Corallium rubrum (Linnaeus, 1758)",Corallo rosso,,,,,,,,,x,,,,,,,,x,,,,None,2
Cnidaria,ANTHOZOA,SCLERACTINIA,Dendrophylliidae,"Astroides calycularis (Pallas, 1766)",,,,,,,,,x,,,,,,,,,,,,,None,1
Cnidaria,ANTHOZOA,ZOANTHARIA,Gerardiidae,"Gerardia savaglia (Bertoloni, 1819)",,,,,,,,,x,,,,,,,,,,,,,None,1
Cnidaria,HYDROZOA,ANTHOMEDUSAE,Stylasteridae,Errina aspera,,,,,,,,,x,,,,,,,,,,,,,None,1
Echinodermata,ECHINOIDEA,ECHINOIDEA,Diadematidae,"Centrostephanus longispinus (Philippi, 1845)",Riccio di mare,,,,,,,,x,,,,,,,,x,,,,,None,2
Echinodermata,ECHINOIDEA,ECHINOIDEA,Echinidae,"Paracentrotus lividus (Lamarck, 1816)",Riccio di mare di roccia,,,,,,,,,x,,,,,,,,,,,,None,1
Echinodermata,STELLEROIDEA,ASTEROIDEA,Ophidiasteridae,"Asterina pancerii  (Gasco, 1860)",,,,,,,,,x,,,,,,,,,,,,,None,1
Echinodermata,STELLEROIDEA,ASTEROIDEA,Ophidiasteridae,"Ophidiaster ophidianus  (Lamarck, 1816)",,,,,,,,,x,,,,,,,,,,,,,None,1
Mollusca,BIVALVA,MYTILOIDA,Mytilidae,"Lithophaga lithophaga (Linnaeus, 1758) ",Dattero di mare,,,,,,,,x,,,,,,,,x,,,,M,None,2
Mollusca,BIVALVA,MYTILOIDA,Pinnidae,"Pinna nobilis (Linnaeus, 1758) ",Pinna nobile,,,,,,,,,,,,,,,,x,,,,,None,1
Mollusca,BIVALVA,PHOLADINA,Pholadidae,"Pholas dactylus Linnaeus, 1758",Dattero bianco,,,,,,,,x,,,,,,,,,,,,,None,1
Mollusca,BIVALVA,UNIONOIDA,Margaritiferidae,"Margaritifera auricularia (Splenger, 1793)",,,,,,,,,,,,,,,,,x,,,,,Gravemente minacciato,1
Mollusca,BIVALVA,UNIONOIDA,Unionidae,"Microcondylaea compressa Menke, 1828",Microcondilea,,,,,,,,,x,,,,,,,,x,,,,None,2
Mollusca,BIVALVA,UNIONOIDA,Unionidae,"Unio elongatus C.Pfeiffer, 1825",Unione,,,,,,,,,x,,,,,,,,x,,,,None,2
Mollusca,GASTROPODA,DOCOGLOSSA,Patellidae,"Patella ferruginea Gmelin, 1791",Patella ferrosa,,,,,,,,x,,,,,,,,x,,,,,None,2
Mollusca,GASTROPODA,NEOGASTROPODA,Mitridae,"Mitra zonata Marryat, 1818",Mitra zonata,,,,,,,,x,,,,,,,,,,,,,None,1
Mollusca,GASTROPODA,NEOTAENIOGLOSSA,Cypraeidae,"Erosaria spurca (Linnaeus, 1758)",,,,,,,,,x,,,,,,,,,,,,,None,1
Mollusca,GASTROPODA,NEOTAENIOGLOSSA,Cypraeidae,"Luria lurida (Linnaeus, 1758)",,,,,,,,,x,,,,,,,,,,,,,None,1
Mollusca,GASTROPODA,NEOTAENIOGLOSSA,Cypraeidae,"Schilderia achatidea (Gray in G.B. Sowerby II, 1837)",,,,,,,,,x,,,,,,,,,,,,,None,1
Mollusca,GASTROPODA,NEOTAENIOGLOSSA,Cypraeidae,"Zonaria pyrum (Gmelin, 1791)",,,,,,,,,x,,,,,,,,,,,,,None,1
Mollusca,GASTROPODA,NEOTAENIOGLOSSA,Ranellidae,"Charonia lampas (Linnaeus, 1758)",,,,,,,,,x,,,,,,,,,,,,,None,1
Mollusca,GASTROPODA,NEOTAENIOGLOSSA,Ranellidae,"Charonia tritonis (Linnaeus, 1758)",Tritone lucido,,,,,,,,x,,,,,,,,,,,,,None,1
Mollusca,GASTROPODA,NEOTAENIOGLOSSA,Ranellidae,"Ranella olearia (Linnaeus, 1758)",,,,,,,,,x,,,,,,,,,,,,,"A minor rischio, Quasi a rischio",1
Mollusca,GASTROPODA,NEOTAENIOGLOSSA,Tonnidae,"Tonna galea (Linnaeus, 1758)",Elmo,,,,,,,,x,,,,,,,,,,,,,None,1
Mollusca,GASTROPODA,NEOTAENIOGLOSSA,Vermetidae,"Dendropoma petraeum (Monterosato,1884)",,,,,,,,,x,,,,,,,,,,,,,None,1
Mollusca,GASTROPODA,STYLOMMATOPHORA,Vertiginidae,"Helix pomatia Linnaeus, 1758",Chiocciola,,,,,,,,,x,,,,,,,,x,,,,None,2
Mollusca,GASTROPODA,STYLOMMATOPHORA,Vertiginidae,"Vertigo angustior Jeffrreys, 1830",Vertigo sinistrorso minore,,,,,,,,,,,,,,,x,,,,,,"A minor rischio, Dipendenti dalla protezione",1
Mollusca,GASTROPODA,STYLOMMATOPHORA,Vertiginidae,"Vertigo genesii (Gredler, 1856)",Vertigo a stoma tondo,,,,,,,,,,,,,,,x,,,,,,None,1
Mollusca,GASTROPODA,STYLOMMATOPHORA,Vertiginidae,"Vertigo geyeri Lindholm, 1925",Vertigo di Geyer,,,,,,,,,,,,,,,x,,,,,,None,1
Mollusca,GASTROPODA,STYLOMMATOPHORA,Vertiginidae,"Vertigo moulinsiana (Dupuy, 1849)",Vertigo di Demoulins,,,,,,,,,,,,,,,x,,,,,M,"A minor rischio, Dipendenti dalla protezione",1
Mollusca,GASTROPODA,VETIGASTROPODA,Trochidae,"Gibbula nivosa A.Adams, 1851",Trottola,,,,,,,,x,,,,,,,,,,,,,None,1
Porifera,CALCAREA,LITHONIDA,Petrobionidae,Petrobiona massiliana,,,,,,,,,x,,,,,,,,,,,,,None,1
Porifera,DEMOSPONGIE,AXINELLIDA,Axinellidae,"Axinella polypoides Schmidt, 1862",,,,,,,,,x,,,,,,,,,,,,,None,1
Porifera,DEMOSPONGIE,DICTYOCERATIDA,Spongiidae,"Hippospongia communis (Lamarck, 1813)",Spugna equina,,,,,,,,,x,,,,,,,,,,,,None,1
Porifera,DEMOSPONGIE,DICTYOCERATIDA,Spongiidae,"Spongia agaricina Pallas, 1766",Spugna elefante,,,,,,,,,x,,,,,,,,,,,,None,1
Porifera,DEMOSPONGIE,DICTYOCERATIDA,Spongiidae,"Spongia officinalis (Linnaeus, 1759)",Spugna da bagno,,,,,,,,,x,,,,,,,,,,,,None,1
Porifera,DEMOSPONGIE,DICTYOCERATIDA,Spongiidae,"Spongia zimocca Schmidt, 1862",Spugna,,,,,,,,,x,,,,,,,,,,,,None,1
Porifera,DEMOSPONGIE,VERONGIDA,Aplysinidae,"Aplysina cavernicola Vacelet, 1959",,,,,,,,,x,,,,,,,,,,,,,None,1
